Pos_1_logP,Pos_2_logP,Pos_3_logP,Pos_4_logP,Pos_5_logP,Pos_6_logP,Pos_1_is_D,Pos_2_is_D,Pos_3_is_D,Pos_4_is_D,Pos_5_is_D,Pos_6_is_D,Pos_1_is_NSub,Pos_2_is_NSub,Pos_3_is_NSub,Pos_4_is_NSub,Pos_5_is_NSub,Pos_6_is_NSub,y_pred
0.7072426492766783,1.2934,-0.5817999999999999,0.014591818966146792,0.7596116688748524,-0.7497392708564085,0,1,0,1,0,1,1,1,0,1,0,1,-5.088619999999997
0.683847556685542,1.2934,0.29310856351512693,-0.2564400000000001,0.724988441719545,-1.4394900388323986,0,1,0,1,0,1,0,1,0,1,0,0,-5.119619999999987
0.4354885474186503,1.2934,0.3622274676818839,-0.136622850453803,0.7289561977869283,-0.7193400912041422,0,1,0,1,0,1,1,1,0,1,1,1,-5.033279999999996
-0.5817999999999999,1.2934,0.3408090465467086,0.4355529990562693,0.6263785182404505,-1.0555884435903788,0,1,0,1,0,1,1,1,1,1,1,1,-5.162259999999994
0.6043794756903327,0.6652271446101992,0.7770800796396281,1.328791000000002,0.8202672733602495,-1.5005053505724693,0,1,0,1,0,1,1,0,0,1,1,1,-5.085280000000004
0.8872989355727031,0.4616047718204121,0.7752275712794785,1.0858684651638633,1.0311,0.07841161645244525,0,1,0,1,0,1,1,0,1,1,0,0,-5.192484000000023
0.16991732792512843,1.2934,-0.3564660255688506,-0.2564400000000001,0.6170419463205696,-1.0347373235797803,0,1,0,1,0,1,1,0,1,1,1,1,-5.147363333333331
-0.07999757370865562,1.2934,-0.2924183528815607,1.328791000000002,0.5500859368990917,-1.8364825775159659,0,1,0,1,0,1,1,1,0,1,0,0,-4.996922666666664
0.6695881120922249,1.2718376372274613,0.0355467860861555,1.328791000000002,0.7789872056127406,-1.0062840539738838,0,1,0,1,0,1,0,0,0,1,1,0,-5.063893333333327
0.4670229083110133,1.0615129906829663,-0.5817999999999999,0.25379131693290097,0.6611830096895455,-0.10606808784671355,0,1,0,1,0,1,0,0,0,1,1,0,-5.162813333333329
0.9204571747929536,0.5451375108363093,0.41869600364250437,0.8420750080707565,0.7871996431000857,-0.6668304470864657,0,1,0,1,0,1,1,0,1,1,1,1,-5.102440000000007
0.23186838420909175,0.7335825232905163,0.02240567731538897,0.7021261015401553,0.6621975914229692,-0.7985013157173051,0,1,0,1,0,1,1,0,1,1,0,0,-4.937746285714293
0.6686085571693509,0.6647915415313375,0.4159416341519952,-0.2564400000000001,0.8478740641489869,-1.2810885564670278,0,1,0,1,0,1,0,1,1,1,0,0,-5.095106666666656
-0.3111632289946595,0.63233479641219,-0.5458799726556628,0.8471495787761613,0.7871651025893871,-1.2471303661804618,0,1,0,1,0,1,0,0,1,1,1,0,-5.130791285714285
0.9083072487328847,1.2934,-0.5817999999999999,0.5685652330488195,0.5413502202748072,-1.3015162111572718,0,1,0,1,0,1,1,0,0,1,0,1,-5.066746666666668
-0.009849881993279515,1.1930872070137697,0.23536319140589237,1.1588413015162964,0.6265438258783849,-1.0634907272315068,0,1,0,1,0,1,1,1,1,1,1,1,-5.079085333333324
0.5412301061179629,1.2934,0.14998520656497727,-0.2564400000000001,0.6986538263405199,-0.35118039780561583,0,1,0,1,0,1,0,1,1,1,1,0,-5.0646999999999816
0.21656870033406686,0.6368748721267826,-0.22235780800416852,0.6329837718265154,0.7544191380677056,-1.8361612192191332,0,1,0,1,0,1,0,1,1,1,0,0,-5.087204619047615
0.5766098143963164,0.5437329542451868,-0.14176025162951736,0.9971641786813233,0.8046806917981513,-0.7786292846520996,0,1,0,1,0,1,1,0,1,1,0,0,-5.0281700000000065
0.007952558236665358,0.7263929646929274,-0.5817999999999999,-0.2564400000000001,0.7894412954367387,-0.4649589526534447,0,1,0,1,0,1,1,0,1,1,1,0,-5.146010000000005
0.5245844059489543,1.22142671120889,-0.11061570325827234,0.6735388879611347,0.8035471146735026,-1.2624970077256976,0,1,0,1,0,1,0,0,1,1,1,0,-5.175505333333323
0.15916309191988928,0.9504150749595113,-0.06396830296309454,0.9270365583362417,0.6344835726242287,-0.25105809145647745,0,1,0,1,0,1,1,1,0,1,0,1,-5.050279999999993
0.7348945593243441,1.2934,0.6724224150637692,-0.1442840852005901,0.5994575833166417,-0.010348628773159833,0,1,0,1,0,1,1,1,0,1,0,0,-4.972213333333345
-0.10248880182888581,1.1476106793340055,0.40544938716257467,-0.2564400000000001,0.5879771792519427,0.02098839269167344,0,1,0,1,0,1,1,0,1,1,1,0,-5.105682666666664
-0.02090580888555783,1.062393764161596,-0.5817999999999999,1.328791000000002,0.5278103762585198,-1.6315542712010251,0,1,0,1,0,1,1,1,0,1,1,0,-5.027829999999996
-0.5817999999999999,0.7072906024146872,-0.5817999999999999,1.328791000000002,0.6010616856366781,-0.01347837074196183,0,1,0,1,0,1,0,1,1,1,1,0,-5.0472539999999935
1.3094879014049774,0.8511748026752721,0.07559564713793195,1.328791000000002,0.6217443321769954,0.045923765368581775,0,1,0,1,0,1,0,1,1,1,1,0,-5.178784952380952
-0.05021779606670891,0.7258794985224774,0.05180367307906914,-0.2564400000000001,0.6653133018271357,-1.681377164160697,0,1,0,1,0,1,0,1,1,1,0,0,-5.1230033333333225
-0.2548291605543743,1.2934,-0.5817999999999999,-0.24482385985498487,0.6575970761857622,-1.2344894289889239,0,1,0,1,0,1,1,1,0,1,1,0,-5.106009999999984
0.46984059125926825,1.2934,0.5569866979207134,0.5557262998509835,0.6775378662623516,-0.2674205027331789,0,1,0,1,0,1,1,1,1,1,1,0,-5.0911599999999915
0.6100159311585819,1.2934,0.5908966874029719,0.10899769563215263,0.8143473979751801,-0.7419184070709947,0,1,0,1,0,1,0,0,1,1,1,0,-5.192191999999989
-0.2666946445924517,1.2934,0.5881839072833959,1.1514273086920395,0.6196210299742713,-0.2298318802387627,0,1,0,1,0,1,0,1,0,1,1,0,-5.0950399999999885
0.6871699518520392,1.0944077669538352,-0.019718733733520406,-0.2564400000000001,0.6364857155549576,-1.3468349593742792,0,1,0,1,0,1,1,0,0,1,1,1,-5.10127
0.6111164705328205,1.0251256202339403,-0.20106738556549328,1.328791000000002,0.7321085923022713,-0.595263935713132,0,1,0,1,0,1,1,0,1,1,1,0,-5.075119999999996
0.7026634150915008,1.2934,0.6123578828494003,0.7630547871858522,0.8114721982323128,-0.6492131259236038,0,1,0,1,0,1,1,0,0,1,1,1,-5.152813333333332
0.20656808670770618,0.6831003652552933,-0.5269772456817785,1.328791000000002,0.658625119999055,-0.17038313767336083,0,1,0,1,0,1,1,1,0,1,1,1,-4.9493242857142885
0.5598999600821527,0.9530507467452692,0.5442810921673685,-0.2564400000000001,0.8314331532783524,-0.757329077163618,0,1,0,1,0,1,1,1,0,1,1,0,-5.179869999999995
0.651394876717164,0.6718833390682568,0.15618045892995983,-0.2564400000000001,0.7876359040971428,-1.7614393027567887,0,1,0,1,0,1,1,0,1,1,1,0,-5.122070000000008
-0.23050407883131943,1.116042939568028,0.6680550477842429,0.18652892481860253,0.5580103168240956,-1.5904395856806757,0,1,0,1,0,1,0,1,0,1,1,0,-5.16308504761903
0.9907063224376575,0.6743841990637712,0.6339485907908157,0.45691129181030704,0.9073203469453497,-0.9678588703747888,0,1,0,1,0,1,0,1,1,1,1,0,-5.186919999999993
0.049773940990668834,1.2934,0.112884683334622,0.23687048528673904,0.6067811924427263,-1.5874887334936838,0,1,0,1,0,1,1,0,0,1,1,0,-5.088613333333329
0.617195790916912,1.1538841388956367,-0.5817999999999999,-0.2564400000000001,0.7249404243218842,-1.791123809385008,0,1,0,1,0,1,1,1,0,1,0,1,-5.192729999999996
0.7403116038932972,1.2934,0.006781113918827474,0.7072090518566824,0.654256217403745,-1.3920193936041971,0,1,0,1,0,1,1,0,0,1,1,1,-5.052839999999997
0.8473063881188309,1.2934,0.05380245564348529,1.328791000000002,0.5390873416304842,-1.8471760333621865,0,1,0,1,0,1,1,0,1,1,0,0,-5.010644000000003
1.599764067812445,0.7268189186291619,-0.3450557797862045,0.9973724831988571,0.5642147553725049,-0.13435109185229288,0,1,0,1,0,1,0,1,1,1,0,0,-5.168304238095242
0.3682204769989611,0.7225519698413605,-0.22443170532176884,0.2220195791865128,0.7495612462050415,-0.7153360666077182,0,1,0,1,0,1,1,1,0,1,1,1,-4.999660000000009
0.819719137014896,0.9900960926664224,0.5122710358027583,1.0635131128039315,0.733906900247539,-1.732913943480687,0,1,0,1,0,1,0,1,1,1,1,1,-5.166489999999989
-0.19155184564953923,1.2934,-0.13225615736385932,0.5051254305143308,0.5982373739494106,0.04009337117094968,0,1,0,1,0,1,1,0,0,1,1,1,-5.0204226666666605
-0.3399431111988437,1.2934,0.432103888077192,-0.2564400000000001,0.5648359133313249,-1.4386174723236833,0,1,0,1,0,1,1,1,1,1,0,0,-5.188649999999995
0.2275717696299531,0.826088470109663,-0.5817999999999999,0.012897117766664107,0.666912913167668,-0.1607423499984128,0,1,0,1,0,1,1,1,1,1,0,1,-5.094559999999995
0.8586131464994075,0.6724649905279235,-0.300971369983895,-0.2564400000000001,0.6682877053406661,0.044784674815139244,0,1,0,1,0,1,1,1,1,1,0,1,-5.105860000000009
0.9947608573084576,0.6520039867785802,-0.2409882709463618,1.328791000000002,0.6759851085607478,-1.2638446323563965,0,1,0,1,0,1,1,1,0,1,0,1,-5.169824285714281
0.7144715176901,0.9899689636566116,0.17519185125981784,0.37337739844505274,0.5500572599288379,-1.8138891531370473,0,1,0,1,0,1,0,0,1,1,1,0,-5.177171999999996
0.8278318977930753,0.549827720720166,0.41648562921674365,1.2167309725073634,1.0311,-1.7866910364763258,0,1,0,1,0,1,1,0,1,1,0,1,-5.171420000000017
0.31407190408713787,1.2934,0.7552238892470595,0.2150321563896719,0.6369704106996302,-0.12112171175598935,0,1,0,1,0,1,1,0,0,1,0,0,-5.16127333333333
0.9158732115707472,1.2934,-0.5817999999999999,0.6718621757914182,0.623935083677112,0.04146947618052187,0,1,0,1,0,1,0,0,0,1,0,0,-5.152813333333329
0.7745922033298921,0.7162888419429586,-0.24260577976493186,1.307142920394937,0.7637713139724395,-0.3567935323621981,0,1,0,1,0,1,0,1,0,1,1,0,-4.883039619047615
0.9114850433684335,0.6282891422737436,-0.040617197119123434,-0.2564400000000001,0.7249889532592072,-0.6327683542698602,0,1,0,1,0,1,1,0,0,1,1,1,-5.086309999999999
1.5609204934447325,0.6186118269025134,0.3108717284915971,1.2930722896274884,0.6120361225736628,-0.3449266845629613,0,1,0,1,0,1,1,0,0,1,0,1,-5.1910266666666685
-0.3325073141748834,0.6968731975479381,-0.5817999999999999,0.9151859471527155,0.8388245512577105,-0.829643616714786,0,1,0,1,0,1,1,0,0,1,0,1,-5.10062428571429
0.23087994013136803,0.770365505599785,-0.5817999999999999,1.328791000000002,0.9408106248320738,-1.6269113581137429,0,1,0,1,0,1,0,1,0,1,0,0,-5.171937952380932
0.256006352947873,0.7631125729392639,-0.5817999999999999,0.4337624259340525,0.5634265060984435,-0.019900544212383083,0,1,0,1,0,1,0,1,0,1,1,1,-5.13604333333333
-0.5817999999999999,1.2934,-0.39322917106297367,0.135130377500911,0.7145932666199409,-1.2457569919516378,0,1,0,1,0,1,1,1,1,1,1,1,-5.190139999999995
0.8714344196839447,1.2605578554119121,-0.5817999999999999,0.5501139257349227,0.6574417282724069,-0.11936706082279147,0,1,0,1,0,1,1,1,0,1,0,1,-5.142733333333326
-0.5318774312037711,1.2380300379269513,-0.1913249924167449,-0.2564400000000001,0.6169819251051372,-0.03324763339673864,0,1,0,1,0,1,0,1,1,1,1,0,-5.146453333333324
0.5465938005346969,0.37477659184052153,0.6734477052287432,0.8755884034929904,0.80385113064863,-0.8238491107971563,0,1,0,1,0,1,1,1,0,1,1,1,-5.183610000000012
0.7921100038586995,0.8369359412131582,0.4571717355824016,1.328791000000002,0.5380167000248233,-0.23481985486150855,0,1,0,1,0,1,1,0,0,1,0,0,-4.919620000000007
0.8679461437449072,0.8504890548999561,-0.5817999999999999,1.328791000000002,1.0311,-1.6296192410055461,0,1,0,1,0,1,0,0,1,1,0,0,-5.198926285714283
-0.09043166038821605,1.2934,0.10383566779626782,1.328791000000002,0.5701466549563692,-1.5663347001316632,0,1,0,1,0,1,1,0,1,1,0,1,-5.054467999999999
0.43837997435893467,0.6205002774828382,0.10402182856132743,1.328791000000002,1.0311,-1.4219738398758164,0,1,0,1,0,1,0,0,1,0,0,0,-5.1743886190476225
0.10230468341130958,0.6668673799044408,0.14692801049191725,-0.2564400000000001,0.7886823426937019,-1.6562237444694836,0,1,0,1,0,1,1,1,1,1,1,1,-5.142210000000003
0.1858311619500048,1.2934,0.38469164279162854,0.8541928250081215,0.6461248964123071,-0.18116253219068226,0,1,0,1,0,1,1,0,1,1,0,1,-5.099251999999993
0.872448086018109,1.1712794799292665,-0.005041147631864817,0.8488005047896073,0.7217281738539133,-0.24595025738354828,0,1,0,1,0,1,0,1,0,1,0,1,-5.195506999999984
0.341064356868649,0.6749133378292251,0.6194610801447293,1.1092637381300878,1.0311,-1.5357829938410281,0,1,0,1,0,1,1,0,0,1,0,0,-5.162240000000004
-0.11811514380754476,1.2934,-0.5817999999999999,1.328791000000002,0.5756409173785935,-0.5956969424193045,0,1,0,1,0,1,1,0,1,1,0,0,-5.061967999999996
-0.1863768219156153,0.63852539792422,0.18964673704136265,0.9339340191142573,1.0311,-0.6089814009553585,0,1,0,1,0,1,1,1,1,1,0,0,-5.1795600000000155
0.3450020302641017,1.2934,0.13313289482229557,0.8095937938122397,0.5894444807448612,-1.2363770947589618,0,1,0,1,0,1,1,0,0,1,0,0,-5.040438666666662
0.39491579180355646,1.1970180676553144,0.5030461903554341,-0.2564400000000001,0.7820505309196717,-1.3871753955551955,0,1,0,1,0,1,1,0,0,1,1,0,-5.1563699999999955
0.5819556564963324,1.2934,-0.08941500577195788,0.010787673846722561,0.7727021531861504,0.06447966984548659,0,1,0,1,0,1,0,1,0,1,0,0,-5.112516666666655
1.3040560344076635,0.7460843310017049,0.6153282411136535,1.328791000000002,0.7528079466355838,-0.3023126084879538,0,1,0,1,0,1,0,0,0,1,0,0,-5.142241333333329
0.6609362948041301,0.7574910446111635,0.19110782925518974,0.845417208234802,0.7867997025009723,-1.7807310985342046,0,1,0,1,0,1,0,1,0,1,0,0,-4.912241666666651
-0.36707974017599754,0.905489293043382,0.5071733132043267,-0.163293189597075,0.5809110764401714,0.03295841448334243,0,1,0,1,0,1,1,0,0,1,0,1,-5.1223266666666625
0.912356661438214,0.7388460802839907,-0.5817999999999999,1.328791000000002,0.7126632481882017,-0.815083674009469,0,1,0,1,0,1,0,1,0,1,1,1,-5.100224619047611
-0.5217883337017644,1.2330510255621492,-0.5817999999999999,1.220174091738171,0.6814992765572289,-0.15228878652100666,0,1,0,1,0,1,1,1,1,1,1,0,-5.160079999999995
0.3993975350122315,1.233980912146518,-0.3391736694776422,0.010592626708541825,0.805849033693439,-1.0798338951362714,0,1,0,1,0,1,0,1,1,1,1,0,-5.157973333333313
0.5207271924374224,1.0665512463554148,0.5071897262460019,-0.2564400000000001,0.5207325258663128,-1.5022059327819937,0,1,0,1,0,1,1,1,1,1,0,1,-5.175363333333333
0.8445415734458733,1.2934,-0.15939311975910897,0.6321384027200948,0.5567614443434489,-0.16849996878546822,0,1,0,1,0,1,0,0,1,1,1,0,-5.135612666666664
0.41510426454097854,0.48821692574707287,0.12761490121279015,1.328791000000002,0.7410057534936833,-0.8994383173172753,0,1,0,1,0,1,1,0,1,1,1,0,-5.183928
-0.5817999999999999,0.7251348145572168,-0.5354031302517318,0.5225461512422975,0.6643520903411676,0.0894140266402974,0,1,0,1,0,1,1,1,0,1,1,0,-5.006920000000006
0.42446641712735084,1.2934,0.35059484747945835,0.6779547191829735,0.83701860516333,-0.7428846651051862,0,1,0,1,0,1,1,0,1,1,1,0,-5.193559999999999
-0.3331515135291214,1.222809483461744,-0.05527739852743369,0.4268284365840523,0.7653932473024082,-0.6605331538332916,0,1,0,1,0,1,1,0,1,1,1,0,-5.101199999999986
-0.2376002462174624,0.8098288146745574,-0.17117750884423613,1.328791000000002,0.6817265558463353,0.011856958933855409,0,1,0,1,0,1,1,0,0,1,0,0,-5.0240942857142805
0.6855928731312627,1.2934,-0.5817999999999999,1.328791000000002,0.7036008194687978,-1.7231642716137088,0,1,0,1,0,1,1,1,1,1,0,0,-5.039019999999995
0.10288199400744452,1.2934,-0.4634844198189655,0.22860975504997352,0.544182970637296,-0.9144543783143545,0,1,0,1,0,1,1,0,0,1,0,0,-5.144779999999996
0.27693559971274173,0.660278878585107,0.4824593121420048,1.328791000000002,0.6663785149378135,-0.783464089351124,0,1,0,1,0,1,1,0,1,1,1,0,-4.982732000000004
-0.09483461510453964,1.2934,0.0441187749774699,0.7530299814905991,0.7163171872888476,-1.1440574164890487,0,1,0,1,0,1,1,0,0,1,1,1,-5.121462666666657
0.8554656479836865,0.7206516943932808,-0.5422811621651453,1.2823289043691426,0.735768236353301,-0.14101755890732096,0,1,0,1,0,1,1,1,1,1,1,1,-4.984004285714294
0.23575449021462364,0.9390968277102948,-0.5817999999999999,1.328791000000002,0.7305642834816417,-1.7073861313418637,0,1,0,1,0,1,1,0,0,1,1,0,-5.10831999999999
0.3834460144754703,1.2934,-0.5569525458930465,1.328791000000002,0.7550297317214969,-0.3332631624118299,0,1,0,1,0,1,0,1,0,1,1,0,-5.076246999999984
0.7884311580071572,0.7851492074176248,-0.5817999999999999,1.1304068802866047,0.7479651312267672,-0.6616357785117415,0,1,0,1,0,1,1,0,0,1,0,0,-4.995014285714282
-0.5817999999999999,0.6136177053149159,-0.29390760898207346,-0.024873565450276688,0.6917409981700317,-0.6650415796369794,0,1,0,1,0,1,1,1,1,1,1,1,-5.065980000000006
0.21959849780914198,1.2934,0.30692470679995204,1.328791000000002,0.5360229890849504,-0.05397084123828179,0,1,0,1,0,1,1,1,1,1,0,0,-5.06944533333333
