feature,min,q25,median,q75,max
Pos_1_logP,-0.5817999999999999,-0.08027435786871429,0.3651165017707309,0.6794611700603305,1.599764067812445
Pos_2_logP,0.21657205877518437,0.7302100038737052,1.0251256202339403,1.2934,1.2934
Pos_3_logP,-0.5817999999999999,-0.5580131349468986,-0.02962953806692882,0.39963784007923686,1.3687
Pos_4_logP,-0.2564400000000001,0.10239530378797215,0.7246336511997618,1.328791000000002,1.328791000000002
Pos_5_logP,0.01318712595947917,0.6120087091542366,0.6890982366364955,0.7755940621493802,1.0311
Pos_6_logP,-1.8471760333621865,-1.4148752687196429,-0.8989622333719794,-0.4034724452961377,0.0957861778436747
