R2,RMSE,CV_RMSE_mean,CV_RMSE_std,CV_R2_mean,CV_R2_std,n_samples,n_features,model__n_estimators,model__min_samples_split,model__min_samples_leaf,model__max_samples,model__max_features,model__max_depth,model__criterion,model__bootstrap
0.7780468308298928,0.3604367041481277,0.4024987014541747,0.08107296296868625,0.7632613180040864,0.01636405780467701,2054,18,200,2,1,1.0,0.7,18,friedman_mse,True
