shift,test_R2,test_RMSE,cv_R2_mean,cv_R2_std,Pos_1_logP,Pos_2_logP,Pos_3_logP,Pos_4_logP,Pos_5_logP,Pos_6_logP,Pos_1_is_D,Pos_2_is_D,Pos_3_is_D,Pos_4_is_D,Pos_5_is_D,Pos_6_is_D,Pos_1_is_NSub,Pos_2_is_NSub,Pos_3_is_NSub,Pos_4_is_NSub,Pos_5_is_NSub,Pos_6_is_NSub
5,0.7865510747049657,0.3535411985029868,0.7855169286020239,0.01781655977936109,0.1974719582047214,0.2369523287154331,0.1819052154500832,0.053580597580930436,0.017627154535188608,0.07912279316510917,0.0010885110374705186,0.02676469397260713,0.01682077556255169,0.024333622908127336,0.02153886718002705,0.02097695020034143,0.005022138920760429,0.01745003320805779,0.011222103752479342,0.01709862437411349,0.06255941262857814,0.008464218603419608
