shift,test_R2,test_RMSE,cv_R2_mean,cv_R2_std,Pos_1_logP,Pos_2_logP,Pos_3_logP,Pos_4_logP,Pos_5_logP,Pos_6_logP,Pos_1_is_D,Pos_2_is_D,Pos_3_is_D,Pos_4_is_D,Pos_5_is_D,Pos_6_is_D,Pos_1_is_NSub,Pos_2_is_NSub,Pos_3_is_NSub,Pos_4_is_NSub,Pos_5_is_NSub,Pos_6_is_NSub
1,0.7889805693423473,0.3515234217722193,0.78478672747814,0.018040306448338556,0.17964336932318659,0.05279179937543467,0.017565312346081323,0.0834288974599373,0.1999207452190193,0.23461886125438922,0.01655755146130946,0.024409713043096675,0.02146866400239498,0.020959482976947875,0.001063870933522065,0.026654990402872634,0.011328850326077293,0.0168428242128948,0.057520704623667505,0.009252850243264221,0.005528193996104965,0.020443318799799017
