shift,test_R2,test_RMSE,cv_R2_mean,cv_R2_std,Pos_1_logP,Pos_2_logP,Pos_3_logP,Pos_4_logP,Pos_5_logP,Pos_6_logP,Pos_1_is_D,Pos_2_is_D,Pos_3_is_D,Pos_4_is_D,Pos_5_is_D,Pos_6_is_D,Pos_1_is_NSub,Pos_2_is_NSub,Pos_3_is_NSub,Pos_4_is_NSub,Pos_5_is_NSub,Pos_6_is_NSub
3,0.7883060305707862,0.35208480843905304,0.7858885397800139,0.018389006191415997,0.0176662455749326,0.07938475956347175,0.1976081064746632,0.23612134008842192,0.18132163966848205,0.053350122820942494,0.021115381550007768,0.021212400334166128,0.0011688896412787968,0.02693632763976266,0.016551847331200676,0.024315457846127306,0.06312000501156849,0.009187160908258598,0.005295407636875145,0.01735415860944128,0.011574844369499352,0.016715904930899802
