shift,test_R2,test_RMSE,cv_R2_mean,cv_R2_std,Pos_1_logP,Pos_2_logP,Pos_3_logP,Pos_4_logP,Pos_5_logP,Pos_6_logP,Pos_1_is_D,Pos_2_is_D,Pos_3_is_D,Pos_4_is_D,Pos_5_is_D,Pos_6_is_D,Pos_1_is_NSub,Pos_2_is_NSub,Pos_3_is_NSub,Pos_4_is_NSub,Pos_5_is_NSub,Pos_6_is_NSub
4,0.7870434009455402,0.3531332365231463,0.7850855497923999,0.01740297176731605,0.08307642261127214,0.19766593975829574,0.2356102819448793,0.1805407680768984,0.05326961457403567,0.017799106901902513,0.021087261326356622,0.0012066162629326795,0.02629601689860923,0.016367819035395706,0.024724187452826823,0.021629265747541034,0.00913096117579238,0.005496972980474778,0.017513626130960226,0.011547727490904576,0.0167521796194975,0.06028523201142448
