shift,test_R2,test_RMSE,cv_R2_mean,cv_R2_std,Pos_1_logP,Pos_2_logP,Pos_3_logP,Pos_4_logP,Pos_5_logP,Pos_6_logP,Pos_1_is_D,Pos_2_is_D,Pos_3_is_D,Pos_4_is_D,Pos_5_is_D,Pos_6_is_D,Pos_1_is_NSub,Pos_2_is_NSub,Pos_3_is_NSub,Pos_4_is_NSub,Pos_5_is_NSub,Pos_6_is_NSub
0,0.7846597133581993,0.355104100284097,0.7846593377405358,0.018375826428634646,0.23365434505225605,0.18208955941496838,0.053407515366642754,0.018081756325252992,0.08178596916700422,0.19782574658967556,0.02670378837428926,0.016333584638929755,0.024262064731154626,0.02130895841450201,0.021411965630222664,0.0010868031686685575,0.018289131955299687,0.0107412872521292,0.016584457568935944,0.06186603523572404,0.009349661397695087,0.005217369716649226
