shift,test_R2,test_RMSE,cv_R2_mean,cv_R2_std,Pos_1_logP,Pos_2_logP,Pos_3_logP,Pos_4_logP,Pos_5_logP,Pos_6_logP,Pos_1_is_D,Pos_2_is_D,Pos_3_is_D,Pos_4_is_D,Pos_5_is_D,Pos_6_is_D,Pos_1_is_NSub,Pos_2_is_NSub,Pos_3_is_NSub,Pos_4_is_NSub,Pos_5_is_NSub,Pos_6_is_NSub
2,0.7892304068697774,0.35131526617134196,0.7853635866132583,0.01741615152113765,0.05446418261653998,0.01786254259917203,0.07977947051965774,0.19894980004812848,0.23361752931028482,0.18393189795936518,0.024260700795401373,0.02151681703390112,0.021296041829879587,0.001107412786750264,0.02638626587158889,0.016522252821753458,0.016267573187018915,0.06058752504984654,0.008978448838176528,0.005466490680838337,0.018186192196840742,0.010818855854856122
