Position,n,Mean,Median,Std,Q25,Q75,Min,Max
1,480,0.007678124999999921,-0.2490500000000001,0.5450016357454001,-0.3211000000000002,0.4443999999999999,-0.5817999999999999,1.8872
2,480,0.6302716666666667,0.7051000000000001,0.37295955266229575,0.4443999999999999,0.8495999999999999,-0.6929999999999994,1.3907000000000005
3,480,0.6153435416666666,0.7051000000000001,0.22114488727768228,0.4443999999999999,0.7051000000000001,-0.7971999999999999,1.3687
4,480,0.11318062499999994,-0.177,0.38143509381404317,-0.177,0.5884999999999998,-0.5817999999999999,1.5716
5,480,0.3708672916666666,0.4443999999999999,0.41507884538252504,-0.177,0.7051000000000001,-0.3211000000000002,1.7942
6,480,0.513439375,0.641,0.3330809719487854,0.4757,0.641,-1.1224999999999996,1.6834999999999998
