feature,min,q25,median,q75,max
Pos_1_logP,-0.5817999999999999,-0.1303086368057659,0.18456303013385228,0.5065371943918772,1.23113527166381
Pos_2_logP,-0.3753901492028426,0.6955335129594625,0.9378167765431332,1.2934,1.2934
Pos_3_logP,-0.5817999999999999,-0.4630882376881483,0.06427396215977545,0.5916304185538721,1.3687
Pos_4_logP,-0.2564400000000001,-0.10668780707966949,0.5696401967924202,1.2622898655919683,1.328791000000002
Pos_5_logP,-0.14961762055937614,0.5737885112274845,0.6640375828924039,0.747243105810327,1.0311
Pos_6_logP,-1.0696279999999991,-0.3951791745022419,0.20136817459482842,0.7501285137354347,1.6834999999999998
