Pos_1_logP,Pos_2_logP,Pos_3_logP,Pos_4_logP,Pos_5_logP,Pos_6_logP,Pos_1_chirality,Pos_2_chirality,Pos_3_chirality,Pos_4_chirality,Pos_5_chirality,Pos_6_chirality,Pos_1_is_NSub,Pos_2_is_NSub,Pos_3_is_NSub,Pos_4_is_NSub,Pos_5_is_NSub,Pos_6_is_NSub,y_pred
0.7059662668700368,1.2934,-0.5817999999999999,0.013326396767501601,0.7583344578034317,0.4576149302107776,-1,0,-1,1,-1,-1,1,1,0,1,0,1,-5.096738666666661
0.43421646513170814,1.2934,0.36095654464666976,-0.13788587989673867,0.7276794717944604,1.0443764682418684,-1,-1,0,0,0,-1,1,1,0,1,1,1,-4.807905333333331
0.6031047209461847,0.6639514270387821,0.7758025921556096,1.328791000000002,0.8189891025007044,-1.0696279999999991,0,1,-1,0,-1,-1,1,0,0,1,1,1,-5.064180000000004
-0.5817999999999999,1.056180191422956,-0.22912352018227716,-0.2564400000000001,-0.13214890971484777,0.9705658185978591,1,1,0,0,0,1,0,1,1,0,1,1,-5.053566666666669
0.16864944792262185,1.2934,-0.3577255763082023,-0.2564400000000001,0.6157669912109478,0.9943497856726287,-1,1,1,0,1,0,1,0,1,1,1,1,-4.996226
-0.08126149916554784,1.2934,-0.29367891708366106,1.328791000000002,0.5488120412724846,0.14875100626854723,0,0,-1,1,1,-1,1,1,0,1,0,1,-5.147281999999998
-0.5005513139868448,0.7493118125064386,-0.5817999999999999,0.7713802581059563,1.0311,0.03308376220203087,-1,-1,1,0,0,1,1,1,1,1,1,1,-5.175499999999998
0.24062617585081775,1.2934,0.8699434777552258,0.19866053206117393,0.5568121757473143,0.327497189035858,-1,-1,-1,0,-1,0,1,1,1,1,1,1,-5.129604333333329
0.23059952391979022,0.7323057240930688,0.021140131473619404,0.7008498000955583,0.6609219217898951,-1.0696279999999991,1,1,-1,0,0,1,1,0,1,1,0,1,-5.011251666666669
0.9070276847667412,1.2934,-0.5817999999999999,0.5672910450138002,0.5400764628784122,-0.7296323685559842,0,1,1,-1,0,0,1,0,0,1,0,1,-5.182188666666666
-0.011114917436990506,1.1918031368123927,0.23409427581626907,1.1575577732073579,0.6252687204151192,-0.4286322336218496,1,0,1,-1,1,0,1,1,1,1,1,1,-5.094369333333339
0.38766749512866955,0.07817144947595096,0.527580156849946,0.4966187190697217,0.695323431345642,0.9734381531767233,0,0,1,-1,1,1,1,0,1,1,1,1,-5.112059999999997
0.21530008214036417,0.6355996031894969,-0.22361948081411365,0.6317085644603226,0.7531420091606528,-0.26348682649216365,1,1,-1,1,-1,1,0,1,1,1,0,1,-5.156485333333325
-0.1898025619848006,0.6175693378697099,0.07567003152724948,-0.2564400000000001,1.0311,0.22201073940323723,-1,1,-1,-1,-1,-1,0,1,0,1,1,1,-5.1378933333333485
0.5753354990673117,0.5424591591454372,-0.1430231997804326,0.9958832086814445,0.8034027675739502,-0.8824651402143315,-1,0,-1,0,0,-1,1,0,1,1,0,1,-5.000661000000004
0.006687241094818415,0.7251162792599543,-0.5817999999999999,-0.2564400000000001,0.7881636123541729,-0.4839077470062813,1,-1,-1,-1,0,-1,1,0,1,1,1,1,-5.084450000000003
0.15789538208777493,0.9491348446972868,-0.06523248206025355,0.9257566980055809,0.6332083415258348,0.02909392084063585,-1,-1,-1,1,0,1,1,1,0,1,0,1,-5.075744999999991
0.7336177393658043,1.2934,0.6711465836374958,-0.14554699341545144,0.5981829064543959,0.6889939858827904,0,1,0,0,0,1,1,1,0,1,0,1,-5.12721866666666
-0.10375237139428478,1.1463273287335887,0.40417778020234846,-0.2564400000000001,0.5867026840506593,-0.6837995721022301,0,-1,-1,-1,1,-1,1,0,1,1,1,1,-5.0749200000000005
-0.022170669385050135,1.0611117619968902,-0.5817999999999999,1.328791000000002,0.5265368331107768,0.9315438946650968,1,-1,-1,1,1,0,1,1,0,1,1,1,-5.1555376666666675
-0.051482192745958416,0.7246028212143715,0.050537662056094064,-0.2564400000000001,0.6640375828924039,-0.6283028577875316,0,1,1,-1,1,1,0,1,1,1,0,1,-5.199606
0.24447403507981746,0.8437159271001712,-0.5817999999999999,0.24659559489566518,-0.15712270110070348,0.8686622517359526,0,0,-1,0,1,-1,0,1,1,0,0,1,-5.132090000000009
-0.2560903195516417,1.2934,-0.5817999999999999,-0.24608517717181522,0.656321479349257,-0.024021389214698905,-1,-1,0,1,0,-1,1,1,0,1,1,1,-5.145103999999987
0.6648521386194924,1.2934,0.9260167966986037,0.021663187596462574,0.7277635459301491,0.12771816281301063,-1,1,0,0,-1,1,1,1,0,1,0,1,-5.162729333333331
0.6858938870671043,1.093125258213357,-0.020983613016777928,-0.2564400000000001,0.6352104527755176,0.15167212525270732,-1,0,-1,0,-1,1,1,0,0,1,1,1,-4.871223333333332
0.6098416091853719,1.0238442077842702,-0.20232939526590046,1.328791000000002,0.7308318164276721,0.9369645114578449,1,1,-1,-1,-1,-1,1,0,1,1,1,1,-5.050793333333332
0.20529962675940022,0.6818243648657415,-0.5282340983251251,1.328791000000002,0.657349506895228,0.8973598907496635,1,-1,0,0,1,1,1,1,0,1,1,1,-4.968727619047613
0.17427977454628643,0.5989496979196828,0.39170066240107076,0.07167170929748383,1.0311,-0.044889952779566936,-1,0,0,0,-1,1,1,1,1,1,1,1,-5.039860000000009
0.04850796208529889,1.2934,0.11161770579208506,0.2356015458463475,0.6055063996948484,0.5175001121620453,-1,1,0,1,-1,-1,1,0,0,1,1,1,-5.024917333333333
0.6159208333729197,1.1526006890267013,-0.5817999999999999,-0.2564400000000001,0.7236637618732835,-0.60580593652045,-1,0,-1,1,-1,1,1,1,0,1,0,1,-5.125638666666657
0.7390346982177806,1.2934,0.00551581531341017,0.7059326699816719,0.6529806734315481,-0.022118084680952388,1,-1,1,-1,1,0,1,0,0,1,1,1,-5.101367333333339
