feature,min,q25,median,q75,max
Pos_1_logP,-0.5817999999999999,-0.1675768671585593,0.18273451647289923,0.5469307936878895,1.5480221641862142
Pos_2_logP,-0.6890128354607018,0.7021196998810615,0.9542046056280928,1.2934,1.2934
Pos_3_logP,-0.5817999999999999,-0.5119411306825401,-0.009750599690021745,0.4916519834022963,1.3687
Pos_4_logP,-0.2564400000000001,-0.07546109143319601,0.6010775029308485,1.28096913748919,1.328791000000002
Pos_5_logP,-0.15712270110070348,0.6043906743355212,0.6986864224496148,0.7993888926534014,1.0311
Pos_6_logP,-1.0696279999999991,-0.43059203938770196,0.15832854646903516,0.7597093741120837,1.6834999999999998
