,importance
LogP,0.2383019654520937
Chi1,0.12961177044048808
MolWt,0.10342878614036058
Chi0,0.09753300469206123
MinPartCharge,0.09104637686572074
isD,0.0866005970091311
MaxPartCharge,0.06666520822292195
TPSA,0.06129394150309353
RotBonds,0.04384585464369996
isNSub,0.026603944321120496
AromaticRings,0.02049190246564738
RingCount,0.02010254305125598
HBA,0.012638661094181243
HBD,0.0018354440982241702
