Pos_1_logP,Pos_2_logP,Pos_3_logP,Pos_4_logP,Pos_5_logP,Pos_6_logP,Pos_1_chirality,Pos_2_chirality,Pos_3_chirality,Pos_4_chirality,Pos_5_chirality,Pos_6_chirality,Pos_1_is_NSub,Pos_2_is_NSub,Pos_3_is_NSub,Pos_4_is_NSub,Pos_5_is_NSub,Pos_6_is_NSub,y_pred
0.3910107116075531,-0.177,0.69612539397771,-0.2564400000000001,-0.177,0.9222190798516653,-1,-1,1,1,-1,1,0,1,1,0,1,0,-5.171680000000017
0.15954220532322577,-0.177,1.1715496848167706,0.20630578657337947,-0.177,0.791875608641603,-1,-1,0,0,-1,-1,0,1,1,0,1,1,-5.13776000000001
0.4608153498131624,-0.177,1.2036084924447303,-0.02706234653330989,-0.177,0.7865361668203216,1,-1,1,1,-1,1,0,1,1,0,1,0,-5.174810000000022
0.40381793645404496,-0.177,0.921981870620227,-0.2564400000000001,-0.177,0.9175145494535216,-1,-1,1,1,-1,0,1,1,1,0,1,0,-5.1907500000000155
0.5796156012070848,-0.177,1.3687,0.058927345429875974,-0.177,0.875558174209189,0,-1,-1,0,-1,-1,0,1,0,0,1,1,-5.19785333333334
0.5585392650476617,-0.177,1.0914299948683615,0.10772542975736495,-0.177,0.8991454367559353,-1,-1,-1,0,-1,0,0,1,1,0,1,0,-5.058393333333345
0.4455227440558035,-0.177,1.0786451194255562,-0.2124551944223232,-0.177,0.9654308823111691,0,-1,-1,1,-1,-1,1,1,1,0,1,1,-5.096510000000013
0.42523146751058366,-0.177,1.1455222768475493,-0.2564400000000001,-0.177,0.8243485253292817,-1,-1,0,-1,-1,-1,1,1,0,0,1,1,-5.183070000000007
-0.22133310522723323,-0.177,0.6853580381009747,0.4372505906737771,-0.177,0.9430551774743442,-1,-1,-1,1,-1,-1,1,1,1,0,1,1,-5.155636666666677
0.5047614983416588,-0.177,1.3687,-0.08535655561520723,-0.177,0.9394630468357732,-1,-1,0,-1,-1,-1,0,1,1,0,1,1,-4.992480000000008
0.5139786457389273,-0.177,1.3687,0.3980123664956604,-0.177,0.909730934820145,-1,-1,1,0,-1,1,0,1,1,0,1,1,-4.998010000000014
0.19596543146507778,-0.177,1.3687,-0.06902449608006334,-0.177,0.8495448154828693,0,-1,1,0,-1,0,1,1,1,0,1,1,-5.180720000000012
0.5548453480004379,-0.177,0.8389086451543053,0.2055594629871641,-0.177,0.8195581677885081,0,-1,-1,0,-1,0,0,1,0,0,1,1,-5.176106666666675
0.491257217119562,-0.177,1.3687,-0.2564400000000001,-0.177,0.9155130656319657,-1,-1,-1,0,-1,1,1,1,1,0,1,1,-5.116350000000013
0.2137123539725274,-0.177,1.1533064073681318,-0.2564400000000001,-0.177,0.8610226508590342,0,-1,1,-1,-1,-1,0,1,1,0,1,0,-5.137840000000014
0.4505322496763878,-0.177,0.9667817916634118,0.501363137743853,-0.177,0.808926623142375,-1,-1,0,-1,-1,0,0,1,1,0,1,0,-4.9774700000000145
0.3201229339389599,-0.177,0.8523332314862992,0.1173944050629728,-0.177,0.8857607416946409,-1,-1,0,-1,-1,-1,1,1,1,0,1,1,-5.043080000000007
